Tempo;Acel
27.061;0.059973929
27.062;0.062726244
27.063;0.064480342
27.064;0.065236218
27.065;0.064728454
27.066;0.063857175
27.067;0.060735576
27.068;0.056321483
27.069;0.054273117
27.07;0.052005485
27.071;0.047741417
27.072;0.046293132
27.073;0.04608541
27.074;0.047908749
27.075;0.050689913
27.076;0.054550078
27.077;0.059795056
27.078;0.065570876
27.079;0.07424327
27.08;0.08090768
27.081;0.088126019
27.082;0.093619108
27.083;0.099244907
27.084;0.104968801
27.085;0.110577293
27.086;0.112619892
27.087;0.112752602
27.088;0.110265709
27.089;0.104143679
27.09;0.094900057
27.091;0.081778958
27.092;0.066886455
27.093;0.049985968
27.094;0.031233296
27.095;0.013651945
27.096;-0.003837085
27.097;-0.018192977
27.098;-0.0295946
27.099;-0.038549721
27.1;-0.045496866
27.101;-0.048312653
27.102;-0.045756519
27.103;-0.0402692
27.104;-0.032450777
27.105;-0.02404381
27.106;-0.014627084
27.107;-0.005175737
27.108;0.003669753
27.109;0.009278244
27.11;0.013253811
27.111;0.014557843
27.112;0.011730517
27.113;0.005348839
27.114;-0.002821556
27.115;-0.011395854
27.116;-0.022583986
27.117;-0.030558199
27.118;-0.035128079
27.119;-0.040580779
27.12;-0.04246182
27.121;-0.041717481
27.122;-0.03933445
27.123;-0.036270551
27.124;-0.032433465
27.125;-0.030044664
27.126;-0.024909317
27.127;-0.018925773
27.128;-0.012238282
27.129;-0.008193475
27.13;-0.004269839
27.131;-0.00108477
27.132;0.000784727
27.133;-0.001379043
27.134;-0.004212139
27.135;-0.008470437
27.136;-0.013028779
27.137;-0.01747749
27.138;-0.021631928
27.139;-0.02297635
27.14;-0.026594173
27.141;-0.030171607
27.142;-0.033639409
27.143;-0.037378401
27.144;-0.041596308
27.145;-0.046050791
27.146;-0.048601154
27.147;-0.051347699
27.148;-0.052801754
27.149;-0.054527
27.15;-0.056344565
27.151;-0.057331245
27.152;-0.058387164
27.153;-0.060527854
27.154;-0.061670322
27.155;-0.065743983
27.156;-0.070163839
27.157;-0.073885523
27.158;-0.076989815
27.159;-0.076551288
27.16;-0.076562829
27.161;-0.073879756
27.162;-0.069984972
27.163;-0.064318776
27.164;-0.058254454
27.165;-0.048520375
27.166;-0.03741879
27.167;-0.027494302
27.168;-0.015740704
27.169;-0.003104288
27.17;0.008562759
27.171;0.019323906
27.172;0.030864011
27.173;0.042144466
27.174;0.053199887
27.175;0.062887803
27.176;0.072575726
27.177;0.080838442
27.178;0.088137552
27.179;0.09343446
27.18;0.09838517
27.181;0.101806812
27.182;0.101685636
27.183;0.097796626
27.184;0.092661276
27.185;0.081738569
27.186;0.071219765
27.187;0.057238922
27.188;0.039894145
27.189;0.016617753
27.19;-0.010207224
27.191;-0.040834662
27.192;-0.074272119
27.193;-0.101806812
27.194;-0.126352608
27.195;-0.143535838
27.196;-0.159039959
27.197;-0.167989314
27.198;-0.171745613
27.199;-0.16847977
27.2;-0.160338223
27.201;-0.14648433
27.202;-0.128839508
27.203;-0.110906184
27.204;-0.093394071
27.205;-0.073931687
27.206;-0.054203875
27.207;-0.03700335
27.208;-0.018469939
27.209;-1.73102E-05
27.21;0.017108206
27.211;0.032214206
27.212;0.041971363
27.213;0.048399203
27.214;0.048128009
27.215;0.043142684
27.216;0.035376195
27.217;0.027130788
27.218;0.015775325
27.219;0.000859738
27.22;-0.014534763
27.221;-0.029306097
27.222;-0.042634919
27.223;-0.054100014
27.224;-0.062166549
27.225;-0.071935244
27.226;-0.079280525
27.227;-0.08327917
27.228;-0.082713708
27.229;-0.079372846
27.23;-0.074641399
27.231;-0.068444364
27.232;-0.058444865
27.233;-0.046350833
27.234;-0.031221755
27.235;-0.012584485
27.236;0.005683502
27.237;0.025619034
27.238;0.044187065
27.239;0.064561121
27.24;0.085189059
27.241;0.10415522
27.242;0.123513751
27.243;0.138163909
27.244;0.150332958
27.245;0.160776749
27.246;0.166587189
27.247;0.172380328
27.248;0.177048296
27.249;0.178335026
27.25;0.177908033
27.251;0.177181005
27.252;0.173718974
27.253;0.169691488
27.254;0.162588552
27.255;0.151556209
27.256;0.139600649
27.257;0.126346841
27.258;0.111056209
27.259;0.096319489
27.26;0.079049721
27.261;0.062460821
27.262;0.048295341
27.263;0.034452986
27.264;0.023443725
27.265;0.013553854
27.266;0.004067887
27.267;-0.002711925
27.268;-0.009082063
27.269;-0.010922709
27.27;-0.011978629
27.271;-0.009330175
27.272;-0.004829534
27.273;0.002636914
27.274;0.010276464
27.275;0.020362517
27.276;0.032277673
27.277;0.043436956
27.278;0.053471077
27.279;0.06141644
27.28;0.066476777
27.281;0.067850053
27.282;0.065899774
27.283;0.061785724
27.284;0.055894502
27.285;0.046950918
27.286;0.036974497
27.287;0.020541389
27.288;-0.000663556
27.289;-0.021401126
27.29;-0.042190626
27.291;-0.062691621
27.292;-0.080890372
27.293;-0.096948422
27.294;-0.111650519
27.295;-0.122867502
27.296;-0.13091673
27.297;-0.133669049
27.298;-0.132676587
27.299;-0.127841294
27.3;-0.120622955
27.301;-0.110115685
27.302;-0.094398066
27.303;-0.081553929
27.304;-0.071600586
27.305;-0.06892328
27.306;-0.068617471
27.307;-0.071860239
27.308;-0.078472719
27.309;-0.090041675
27.31;-0.104184069
27.311;-0.120421
27.312;-0.13424027
27.313;-0.143841639
27.314;-0.149565533
27.315;-0.150321409
27.316;-0.150979206
27.317;-0.148382679
27.318;-0.142947286
27.319;-0.13317281
27.32;-0.120299831
27.321;-0.109284796
27.322;-0.097046517
27.323;-0.085119821
27.324;-0.069332957
27.325;-0.053649951
27.326;-0.039444081
27.327;-0.02406689
27.328;-0.00983794
27.329;0.002359952
27.33;0.017575581
27.331;0.030794771
27.332;0.041342426
27.333;0.050984185
27.334;0.062253099
27.335;0.075172246
27.336;0.082719475
27.337;0.088564537
27.338;0.090687916
27.339;0.094167262
27.34;0.098367862
27.341;0.100866295
27.342;0.100404687
27.343;0.095990598
27.344;0.090999499
27.345;0.084075436
27.346;0.078086123
27.347;0.073014244
27.348;0.063764855
27.349;0.055161703
27.35;0.045987319
27.351;0.03839393
27.352;0.033939451
27.353;0.032496937
27.354;0.031302538
27.355;0.029796552
27.356;0.031314075
27.357;0.034631856
27.358;0.037689984
27.359;0.040851973
27.36;0.044077434
27.361;0.045133352
27.362;0.045208365
27.363;0.041804031
27.364;0.037407253
27.365;0.030806312
27.366;0.021730019
27.367;0.009243624
27.368;-0.003144679
27.369;-0.016225388
27.37;-0.024620814
27.371;-0.030610129
27.372;-0.037164908
27.373;-0.041515529
27.374;-0.045825757
27.375;-0.045918081
27.376;-0.042756092
27.377;-0.037413023
27.378;-0.031221755
27.379;-0.025220901
27.38;-0.01747749
27.381;-0.006975994
27.382;0.00325431
27.383;0.015025217
27.384;0.025913307
27.385;0.036524434
27.386;0.0461835
27.387;0.054215416
27.388;0.060770195
27.389;0.063303247
27.39;0.065565109
27.391;0.066320986
27.392;0.064647675
27.393;0.060048938
27.394;0.054423138
27.395;0.046339292
27.396;0.038699742
27.397;0.031319845
27.398;0.023259083
27.399;0.01636387
27.4;0.009260935
27.401;0.0054527
27.402;0.005100727
27.403;0.00767417
27.404;0.009664838
27.405;0.014684784
27.406;0.0195951
27.407;0.027044237
27.408;0.033904828
27.409;0.038699742
27.41;0.044440947
27.411;0.049449351
27.412;0.054475069
27.413;0.056586906
27.414;0.057290852
27.415;0.058104429
27.416;0.057642829
27.417;0.054382749
27.418;0.048456904
27.419;0.040251888
27.42;0.026669184
27.421;0.012134421
27.422;-0.004310229
27.423;-0.021245334
27.424;-0.040153798
27.425;-0.059114192
27.426;-0.07848426
27.427;-0.096619532
27.428;-0.110738851
27.429;-0.121471152
27.43;-0.125671744
27.431;-0.127171963
27.432;-0.123917654
27.433;-0.11581073
27.434;-0.105384246
27.435;-0.088339508
27.436;-0.069194473
27.437;-0.045762289
27.438;-0.025757516
27.439;-0.005308448
27.44;0.010876549
27.441;0.024274612
27.442;0.033529777
27.443;0.041100085
27.444;0.044498648
27.445;0.038376622
27.446;0.028007835
27.447;0.017962174
27.448;0.007218336
27.449;-0.000121171
27.45;-0.00435639
27.451;-0.009180154
27.452;-0.013709646
27.453;-0.018966163
27.454;-0.019537399
27.455;-0.020558698
27.456;-0.020252885
27.457;-0.01854495
27.458;-0.02085297
27.459;-0.02397457
27.46;-0.026380681
27.461;-0.030338937
27.462;-0.034885738
27.463;-0.036235932
27.464;-0.036997579
27.465;-0.038705513
27.466;-0.03834777
27.467;-0.038486253
27.468;-0.036772545
27.469;-0.031458326
27.47;-0.023634136
27.471;-0.016040746
27.472;-0.008983972
27.473;-0.001961818
27.474;0.004489101
27.475;0.012953768
27.476;0.022405114
27.477;0.030887092
27.478;0.034510687
27.479;0.036530204
27.48;0.036057059
27.481;0.034753028
27.482;0.031377546
27.483;0.026657643
27.484;0.021683859
27.485;0.01747172
27.486;0.014159709
27.487;0.006768272
27.488;-0.003854395
27.489;-0.015948426
27.49;-0.028555991
27.491;-0.039669111
27.492;-0.050401412
27.493;-0.060689416
27.494;-0.072091036
27.495;-0.083158001
27.496;-0.092245832
27.497;-0.100548938
27.498;-0.105257303
27.499;-0.10433986
27.5;-0.10142599
27.501;-0.092967093
27.502;-0.081057698
27.503;-0.066973001
27.504;-0.049414732
27.505;-0.031360235
27.506;-0.013328821
27.507;0.002054139
27.508;0.017194757
27.509;0.029559981
27.51;0.042571448
27.511;0.053072944
27.512;0.061029848
27.513;0.065732442
27.514;0.066528708
27.515;0.064693831
27.516;0.061756875
27.517;0.058173671
27.518;0.050124448
27.519;0.041071236
27.52;0.030010045
27.521;0.019485468
27.522;0.006912523
27.523;-0.001500214
27.524;-0.008355036
27.525;-0.014125089
27.526;-0.017702522
27.527;-0.020252885
27.528;-0.019854752
27.529;-0.017742911
27.53;-0.01308071
27.531;-0.008020373
27.532;-0.001529064
27.533;0.005943154
27.534;0.014390511
27.535;0.022728238
27.536;0.031567957
27.537;0.041815571
27.538;0.050505273
27.539;0.059841216
27.54;0.068300113
27.541;0.072679587
27.542;0.077191763
27.543;0.079678655
27.544;0.08290989
