Freq;Ampl;Phase
26.171875;0.794318199;-3.11700201
26.3671875;0.735244215;-3.086643934
26.5625;0.7192384;-3.084883213
26.7578125;0.679905832;-3.126759529
26.953125;0.634717524;3.135498047
27.1484375;0.554292083;3.13517499
27.34375;0.487310588;-3.121535301
27.5390625;0.427719623;-3.057316542
27.734375;0.391645193;-2.979306459
27.9296875;0.366359979;-2.911066055
28.125;0.37931633;-2.835275412
28.3203125;0.348289162;-2.978979826
28.515625;0.273664325;-3.044604301
28.7109375;0.201817036;-2.971906662
28.90625;0.151262745;-2.870084286
29.1015625;0.104405843;-2.571936846
29.296875;0.081143312;-2.087102652
29.4921875;0.089419164;-1.600379586
29.6875;0.07974232;-1.320309758
29.8828125;0.069039367;-0.629725754
30.078125;0.145393163;-0.160876542
30.2734375;0.215534598;-0.132125601
30.46875;0.287253141;-0.174441472
30.6640625;0.342423588;-0.189545274
30.859375;0.395183951;-0.185600907
31.0546875;0.445121229;-0.186519504
31.25;0.485904813;-0.156650841
31.4453125;0.547598064;-0.102972277
31.640625;0.621948838;-0.071734674
31.8359375;0.704035997;-0.04190392
32.03125;0.806695402;-0.02790446
32.2265625;0.918943107;-0.044234507
32.421875;1.031840682;-0.055799622
32.6171875;1.154500961;-0.088531785
32.8125;1.246554971;-0.130370542
33.0078125;1.311391115;-0.126092225
33.203125;1.457961679;-0.101496756
33.3984375;1.623386145;-0.110248119
33.59375;1.809145808;-0.141431838
33.7890625;1.998268723;-0.179223508
33.984375;2.147165537;-0.203005493
34.1796875;2.335212708;-0.217476577
34.375;2.564720631;-0.226615265
34.5703125;2.867537975;-0.257205129
34.765625;3.172375441;-0.280366242
34.9609375;3.522437096;-0.308051676
35.15625;4.040479183;-0.342871934
35.3515625;4.5273242;-0.400666326
35.546875;5.145906925;-0.462645382
35.7421875;5.755283833;-0.535944939
35.9375;6.576303005;-0.59371829
36.1328125;7.647182941;-0.677515388
36.328125;9.111463547;-0.764992952
36.5234375;11.49393177;-0.931843936
36.71875;13.74924564;-1.203165889
36.9140625;15.30243015;-1.545615077
37.109375;15.00099087;-1.925333023
37.3046875;12.91187572;-2.253346682
37.5;10.66932011;-2.455182314
37.6953125;8.831114769;-2.587167978
37.890625;7.597052097;-2.692628384
38.0859375;6.395311356;-2.758209944
38.28125;5.617209911;-2.80906868
38.4765625;4.980834961;-2.841970682
38.671875;4.46391201;-2.856739759
38.8671875;4.034386635;-2.883915424
39.0625;3.680685043;-2.888374567
39.2578125;3.359269381;-2.901428699
39.453125;3.023884535;-2.883146524
39.6484375;2.949081659;-2.829926729
39.84375;2.852043867;-2.882576466
40.0390625;2.595451832;-2.883028507
40.234375;2.459882975;-2.837594986
40.4296875;2.430395603;-2.819979668
40.625;2.373372555;-2.834197044
40.8203125;2.234794855;-2.856792927
41.015625;2.135546446;-2.853794575
41.2109375;2.063424349;-2.855161428
41.40625;1.989783168;-2.858375549
41.6015625;1.91440475;-2.874572277
41.796875;1.804038286;-2.882558107
41.9921875;1.65052247;-2.84489727
42.1875;1.590018272;-2.807192087
42.3828125;1.615113139;-2.762918234
42.578125;1.664401412;-2.789628744
42.7734375;1.52939713;-2.842733383
42.96875;1.368146658;-2.84894824
43.1640625;1.278548479;-2.757839918
43.359375;1.237467647;-2.694055319
43.5546875;1.214638114;-2.62764287
43.75;1.246526837;-2.576075315
43.9453125;1.315647125;-2.516991377
44.140625;1.381897449;-2.535889864
44.3359375;1.376508594;-2.552404642
44.53125;1.374673247;-2.551934004
44.7265625;1.367251754;-2.560254097
44.921875;1.370468378;-2.53889823
45.1171875;1.392902493;-2.55095911
45.3125;1.370457768;-2.572496414
45.5078125;1.345576525;-2.569321394
45.703125;1.340236306;-2.544733763
45.8984375;1.328948975;-2.559925556
46.09375;1.259837508;-2.535388947
46.2890625;1.284258604;-2.470084667
46.484375;1.325411439;-2.463178396
46.6796875;1.319694161;-2.452952623
46.875;1.34329915;-2.430735826
47.0703125;1.397898674;-2.440572977
47.265625;1.397811532;-2.45899415
47.4609375;1.396211505;-2.471417189
47.65625;1.405431628;-2.480570078
47.8515625;1.415817857;-2.493581057
48.046875;1.417064786;-2.491882324
48.2421875;1.426898241;-2.53532505
48.4375;1.430114865;-2.572748899
48.6328125;1.397604823;-2.603526592
48.828125;1.364788175;-2.634465218
49.0234375;1.404403567;-2.669332504
49.21875;1.421862602;-2.734724283
49.4140625;1.423390388;-2.827377796
49.609375;1.444112301;-2.924051285
49.8046875;1.454485774;-3.036527395
