Freq;Ampl;Phase;Cohe
0;1.465821743;3.141592741;0.009955444
0.1953125;30.04350853;1.122047186;0.096029416
0.390625;22.37538147;0.936531126;0.072558507
0.5859375;19.63974953;1.173661828;0.075368002
0.78125;16.25771904;1.311735749;0.066209652
0.9765625;12.5343647;1.460379958;0.049947061
1.171875;9.394415855;1.668747425;0.035065457
1.3671875;7.158337593;1.948263645;0.025056198
1.5625;5.784430981;2.303162813;0.019807467
1.7578125;5.332327843;2.691767454;0.020080736
1.953125;5.5307374;3.031171083;0.02535955
2.1484375;6.027539253;-2.99737215;0.034886409
2.34375;6.582487106;-2.81098485;0.047545873
2.5390625;7.130034924;-2.660964251;0.062852472
2.734375;7.64509201;-2.539144039;0.080324985
2.9296875;8.166911125;-2.433068037;0.10059613
3.125;8.666021347;-2.337564945;0.122809768
3.3203125;9.147221565;-2.251797676;0.146847144
3.515625;9.622507095;-2.1711061;0.172109738
3.7109375;10.11079407;-2.095133066;0.199002624
3.90625;10.61148167;-2.020961523;0.227080733
4.1015625;11.13502312;-1.950042367;0.256558746
4.296875;11.70116234;-1.881376147;0.287534922
4.4921875;12.29008007;-1.813964128;0.318958491
4.6875;12.92453861;-1.748138547;0.351589501
4.8828125;13.60543728;-1.683605433;0.384506732
5.078125;14.34810925;-1.61995995;0.417951256
5.2734375;15.14464951;-1.558731079;0.451639861
5.46875;16.01207352;-1.497918248;0.485532373
5.6640625;16.94571495;-1.438942313;0.518741548
5.859375;17.96613503;-1.381192803;0.551467359
6.0546875;19.06288719;-1.325193882;0.58378613
6.25;20.23724937;-1.271538138;0.614124715
6.4453125;21.48449707;-1.219179988;0.642987132
6.640625;22.82733917;-1.168180823;0.669320524
6.8359375;24.26748085;-1.120264173;0.694256485
7.03125;25.76265335;-1.074642777;0.715753376
7.2265625;27.37050819;-1.030754447;0.734910369
7.421875;29.05453682;-0.990014791;0.750544965
7.6171875;30.83499146;-0.952074051;0.763007164
7.8125;32.71727753;-0.917363346;0.772983074
8.0078125;34.67747879;-0.885268509;0.779835343
8.203125;36.79914856;-0.855504572;0.785655797
8.3984375;39.04735565;-0.829526842;0.789391041
8.59375;41.44193649;-0.806718886;0.791978955
8.7890625;44.0277977;-0.786130071;0.794475675
8.984375;46.83872986;-0.76798892;0.797157884
9.1796875;49.93972778;-0.751573622;0.800958753
9.375;53.39617157;-0.736859024;0.806106091
9.5703125;57.2237587;-0.724827111;0.81317544
9.765625;61.4807663;-0.712962389;0.822740495
9.9609375;66.17759705;-0.702113509;0.833418131
10.15625;71.43671417;-0.690122783;0.846705258
10.3515625;77.31079102;-0.677717149;0.861419976
10.546875;83.9557724;-0.664427102;0.877280474
10.7421875;91.31755066;-0.651389658;0.89407742
10.9375;99.49272156;-0.636401415;0.910820901
11.1328125;108.642662;-0.621029496;0.926654816
11.328125;118.8147125;-0.605083883;0.940983474
11.5234375;130.18367;-0.588942707;0.953705192
11.71875;142.8633423;-0.572679877;0.963738263
11.9140625;157.1745758;-0.55575496;0.971175849
12.109375;173.7089386;-0.541718125;0.975374222
12.3046875;191.9688568;-0.527021766;0.977986634
12.5;214.2424622;-0.51295656;0.977344275
12.6953125;240.4908142;-0.499030858;0.97617799
12.890625;274.1121521;-0.491686046;0.972185552
13.0859375;315.520874;-0.486873925;0.968924284
13.28125;369.7281189;-0.493678838;0.965321481
13.4765625;442.5826721;-0.500860751;0.963263452
13.671875;544.4524536;-0.530566037;0.962523401
13.8671875;701.1011963;-0.562297463;0.960692465
14.0625;975.4597778;-0.62232101;0.959020674
14.2578125;1653.325317;-0.846415877;0.955824673
14.453125;2518.497314;-1.491514683;0.968010902
14.6484375;2528.600342;-2.316960335;0.974593401
14.84375;1580.125366;-2.974416971;0.958969235
15.0390625;932.0314941;-3.055775404;0.957551003
15.234375;748.8598022;3.124285221;0.971372187
15.4296875;566.7333984;3.112735033;0.958224893
15.625;480.5809326;3.091697454;0.972905576
15.8203125;413.5174255;3.105692148;0.96314621
16.015625;359.3826904;3.093212366;0.966472626
16.2109375;327.8775024;3.111005783;0.958675444
16.40625;289.4966736;3.1033535;0.958137929
16.6015625;269.2685547;3.113538504;0.949118614
16.796875;242.2084808;3.126049042;0.940706313
16.9921875;228.3219299;3.119606256;0.934271872
17.1875;210.3618622;-3.13811326;0.921488523
17.3828125;196.3236694;3.117035389;0.919497252
17.578125;187.1119537;-3.121600389;0.901258051
17.7734375;169.6890411;3.124296188;0.902679503
17.96875;170.8019257;3.139897585;0.890108407
18.1640625;155.0436249;-3.122642994;0.88443166
18.359375;150.1238403;3.138098955;0.880898774
18.5546875;142.2801208;-3.132875443;0.879337013
18.75;136.9373932;-3.138652086;0.875376999
18.9453125;131.2455902;-3.135056734;0.878806472
19.140625;126.4711151;-3.133987188;0.87660104
19.3359375;121.7709351;-3.131223917;0.881106675
19.53125;117.8018723;-3.125095606;0.882595301
19.7265625;113.7755051;-3.119184017;0.887206495
19.921875;110.3336334;-3.111516714;0.889753819
20.1171875;106.687767;-3.100830555;0.892207503
20.3125;103.7484741;-3.090446949;0.89510864
20.5078125;100.8420258;-3.078175545;0.897073865
20.703125;98.22822571;-3.063161373;0.896347642
20.8984375;95.84189606;-3.047504663;0.895174205
21.09375;93.7039566;-3.031710148;0.891529918
21.2890625;91.74358368;-3.016035557;0.886866033
21.484375;90.04443359;-3.001152992;0.880343378
21.6796875;88.39476013;-2.98854661;0.872520626
21.875;87.06140137;-2.977437496;0.863690317
22.0703125;85.5929718;-2.969510078;0.852715015
22.265625;84.25436401;-2.963306189;0.840504229
22.4609375;83.05400085;-2.962367296;0.8286165
22.65625;81.65216827;-2.962716818;0.814445674
22.8515625;80.32458496;-2.96606946;0.801549375
23.046875;78.91543579;-2.971796513;0.789391696
23.2421875;77.53026581;-2.978480101;0.777698696
23.4375;76.24192047;-2.986911535;0.769129455
23.6328125;75.11743164;-2.994543791;0.76320523
23.828125;73.92945099;-3.002460003;0.758468747
24.0234375;72.92961884;-3.009881735;0.757799983
24.21875;71.91173553;-3.01536274;0.757484555
24.4140625;71.12156677;-3.019789219;0.760103643
24.609375;70.25958252;-3.020448685;0.763601065
24.8046875;69.66119385;-3.017593861;0.768357098
25;69.11593628;-3.012351036;0.773231268
25.1953125;68.64763641;-3.005367517;0.779070914
25.390625;68.31904602;-2.993905067;0.784493744
