Tempo;Acel
11.893;-0.038463172
11.894;-0.041561689
11.895;-0.049437813
11.896;-0.051324621
11.897;-0.054157715
11.898;-0.048981979
11.899;-0.04819148
11.9;-0.056361876
11.901;-0.062506981
11.902;-0.071265921
11.903;-0.076885954
11.904;-0.076591678
11.905;-0.083561905
11.906;-0.094923139
11.907;-0.099614188
11.908;-0.101581782
11.909;-0.098869853
11.91;-0.087583631
11.911;-0.085316002
11.912;-0.086233437
11.913;-0.081276961
11.914;-0.073781662
11.915;-0.062518522
11.916;-0.048941586
11.917;-0.045733437
11.918;-0.044048581
11.919;-0.038618963
11.92;-0.030454338
11.921;-0.02512281
11.922;-0.017673671
11.923;-0.018931543
11.924;-0.022428194
11.925;-0.026744194
11.926;-0.026080638
11.927;-0.030206226
11.928;-0.030910173
11.929;-0.037488032
11.93;-0.052115116
11.931;-0.072777674
11.932;-0.10705179
11.933;-0.158878401
11.934;-0.226832315
11.935;-0.308657438
11.936;-0.417140186
11.937;-0.547831893
11.938;-0.691656232
11.939;-0.843541324
11.94;-0.987036765
11.941;-1.11966145
11.942;-1.23636651
11.943;-1.345680118
11.944;-1.446915746
11.945;-1.529560208
11.946;-1.593273163
11.947;-1.630155325
11.948;-1.642237782
11.949;-1.63394618
11.95;-1.607069373
11.951;-1.576488018
11.952;-1.526663661
11.953;-1.459719539
11.954;-1.393963933
11.955;-1.356585503
11.956;-1.359257102
11.957;-1.405936837
11.958;-1.504443169
11.959;-1.63190937
11.96;-1.745337129
11.961;-1.79587698
11.962;-1.786448717
11.963;-1.750224352
11.964;-1.638960361
11.965;-1.427268744
11.966;-1.112789273
11.967;-0.693289161
11.968;-0.14077197
11.969;0.52537483
11.97;1.308757544
11.971;2.13680625
11.972;2.974110126
11.973;3.8373909
11.974;4.49664259
11.975;4.924624443
11.976;5.092550278
11.977;4.954386711
11.978;4.334954262
11.979;3.851048708
11.98;3.610241175
11.981;3.09373498
11.982;3.53273201
11.983;1.276710749
11.984;6.430060387
11.985;11.49110603
11.986;11.14217949
11.987;19.96220207
11.988;32.84228516
11.989;47.17165375
11.99;66.19880676
11.991;98.31105804
11.992;68.55506134
11.993;73.39720917
11.994;60.60686874
11.995;63.34151077
11.996;71.72170258
11.997;77.19301605
11.998;60.715168
11.999;52.76660156
12;33.60748672
12.001;15.01731777
12.002;9.74007988
12.003;11.0914259
12.004;6.766189098
12.005;6.69438076
12.006;-0.343358517
12.007;-14.34083748
12.008;-29.26117706
12.009;-40.74990845
12.01;-51.61237335
12.011;-55.49676514
12.012;-54.86067963
12.013;-54.57377625
12.014;-57.30672073
12.015;-62.28210068
12.016;-71.44584656
12.017;-81.70223236
12.018;-88.80042267
12.019;-90.90213013
12.02;-89.7879715
12.021;-84.77767944
12.022;-79.75697327
12.023;-77.97231293
12.024;-79.58924866
12.025;-82.25114441
12.026;-85.46578979
12.027;-85.50965118
12.028;-80.42854309
12.029;-71.8679657
12.03;-62.24663544
12.031;-52.94946671
12.032;-46.99632263
12.033;-44.35419464
12.034;-42.74051666
12.035;-39.83003998
12.036;-34.95976257
12.037;-26.9448719
12.038;-15.16704559
12.039;-2.468382359
12.04;7.573534489
12.041;15.27362347
12.042;20.24124718
12.043;22.4923172
12.044;24.94883728
12.045;32.2723999
12.046;43.97555161
12.047;56.42086411
12.048;67.67388153
12.049;74.15114594
12.05;75.10220337
12.051;73.43016052
12.052;72.96949768
12.053;75.31018066
12.054;80.88262939
12.055;87.93398285
12.056;93.17108917
12.057;94.15619659
12.058;90.92472839
12.059;84.56199646
12.06;77.74217987
12.061;73.33489227
12.062;71.8638916
12.063;72.18808746
12.064;71.86038971
12.065;68.17578888
12.066;60.25472641
12.067;49.7264595
12.068;38.73613358
12.069;29.56190681
12.07;23.17325211
12.071;18.95166969
12.072;15.19252014
12.073;9.371754646
12.074;0.05699658
12.075;-10.50990868
12.076;-20.35105705
12.077;-29.13074684
12.078;-35.72026062
12.079;-39.76396179
12.08;-43.22981262
12.081;-47.75328445
12.082;-53.01768112
12.083;-59.11356735
12.084;-66.10244751
12.085;-72.00032806
12.086;-75.3428421
12.087;-76.69754028
12.088;-77.17154694
12.089;-76.5962677
12.09;-76.42699432
12.091;-77.72945404
12.092;-79.32673645
12.093;-79.93704224
12.094;-79.62068939
12.095;-77.33073425
12.096;-72.76477814
12.097;-67.41220856
12.098;-62.32016373
12.099;-57.41641998
12.1;-53.61473465
12.101;-50.47213364
12.102;-46.37950516
12.103;-40.6727562
12.104;-34.14087677
12.105;-26.62111855
12.106;-18.42598915
12.107;-10.5878334
12.108;-3.160430908
12.109;3.090376854
12.11;8.965762138
12.111;15.05165005
12.112;21.65761566
12.113;28.30699539
12.114;36.91696548
12.115;46.74015808
12.116;54.85645294
12.117;60.80945969
12.118;65.17829895
12.119;67.00421143
12.12;68.80844879
12.121;71.94293213
12.122;75.91039276
12.123;80.00547028
12.124;83.59998322
12.125;84.82389832
12.126;83.48469543
12.127;80.61560822
12.128;77.19242859
12.129;73.95298004
12.13;71.82720947
12.131;70.47107697
12.132;68.27113342
12.133;64.59937286
12.134;59.02110291
12.135;51.62752533
12.136;43.56433105
12.137;36.20114517
12.138;29.95369339
12.139;23.99630547
12.14;18.37024879
12.141;12.33603764
12.142;4.316091537
12.143;-4.588346004
12.144;-12.36872005
12.145;-19.28127098
12.146;-25.56949806
12.147;-30.48456764
12.148;-35.30482864
12.149;-41.14653015
12.15;-46.97848892
12.151;-53.00159836
12.152;-58.95509338
12.153;-63.38624954
12.154;-66.12877655
12.155;-68.19496155
12.156;-69.50364685
12.157;-70.56909943
12.158;-72.35555267
12.159;-74.14333344
12.16;-75.2776413
12.161;-75.63162994
12.162;-74.49002838
12.163;-71.91333771
12.164;-68.72271729
12.165;-65.25479126
12.166;-61.92790604
12.167;-58.92440033
12.168;-55.32324982
12.169;-51.90186691
12.17;-47.27449799
12.171;-41.23384857
12.172;-34.73410034
12.173;-28.37756348
12.174;-21.90297508
12.175;-15.88707829
12.176;-9.800647736
12.177;-3.739796162
12.178;2.499344587
12.179;9.270992279
12.18;16.71852493
12.181;23.59961319
12.182;29.68101311
12.183;36.32149124
12.184;43.26113892
12.185;49.12172318
12.186;54.73972702
12.187;59.78621674
12.188;63.17306519
12.189;66.03098297
12.19;69.19543457
12.191;71.44419098
12.192;73.52315521
12.193;75.70068359
12.194;76.61489868
12.195;76.19944763
12.196;75.31108856
12.197;73.38465881
12.198;70.58499146
12.199;67.88475037
12.2;65.22055054
12.201;61.77513123
12.202;58.00415421
12.203;53.79850006
12.204;48.08636093
