Tempo;Acel
135.968;-0.154654726
135.969;-0.151025355
135.97;-0.149398208
135.971;-0.146184281
135.972;-0.153835371
135.973;-0.137823477
135.974;-0.140783519
135.975;-0.135203883
135.976;-0.129860803
135.977;-0.111944795
135.978;-0.08510828
135.979;-0.073285438
135.98;-0.039184429
135.981;-0.003150449
135.982;0.005908534
135.983;0.006093176
135.984;0.007939593
135.985;0.020587549
135.986;0.036547516
135.987;0.049616683
135.988;0.061531842
135.989;0.08085575
135.99;0.098881394
135.991;0.088460676
135.992;0.093503706
135.993;0.092193902
135.994;0.084964029
135.995;0.089960895
135.996;0.104005203
135.997;0.115314506
135.998;0.128741413
135.999;0.151163846
136;0.17272076
136.001;0.179973722
136.002;0.180758446
136.003;0.176165476
136.004;0.182685643
136.005;0.186032265
136.006;0.167804673
136.007;0.15895918
136.008;0.170960888
136.009;0.177215636
136.01;0.188403755
136.011;0.186591968
136.012;0.172616899
136.013;0.15907459
136.014;0.132682368
136.015;0.109498292
136.016;0.094796196
136.017;0.082996435
136.018;0.090434037
136.019;0.097998574
136.02;0.099856533
136.021;0.096440658
136.022;0.079303607
136.023;0.076228164
136.024;0.073677801
136.025;0.080976918
136.026;0.093515247
136.027;0.130380109
136.028;0.165202379
136.029;0.185524508
136.03;0.192419723
136.031;0.194196895
136.032;0.198218629
136.033;0.195881754
136.034;0.196810722
136.035;0.196354896
136.036;0.174007475
136.037;0.170845494
136.038;0.155958757
136.039;0.158174455
136.04;0.174867213
136.041;0.183579996
136.042;0.196579933
136.043;0.196337581
136.044;0.183106855
136.045;0.170845494
136.046;0.149784803
136.047;0.137044519
136.048;0.127616256
136.049;0.122988671
136.05;0.128926054
136.051;0.135030776
136.052;0.145324543
136.053;0.136444435
136.054;0.117097452
136.055;0.089228094
136.056;0.056921571
136.057;0.02958883
136.058;0.018014105
136.059;0.014523223
136.06;0.004789144
136.061;-0.003600513
136.062;-0.015140618
136.063;-0.028284799
136.064;-0.057256233
136.065;-0.089412734
136.066;-0.138417795
136.067;-0.183660775
136.068;-0.21322076
136.069;-0.213134214
136.07;-0.201732591
136.071;-0.190625235
136.072;-0.170516595
136.073;-0.158855319
136.074;-0.142502993
136.075;-0.13507694
136.076;-0.129970431
136.077;-0.128983766
