Freq;Ampl;Phase
35.3515625;8.663208008;-0.44410482
35.546875;9.65940094;-0.496280164
35.7421875;11.16633415;-0.587309599
35.9375;12.88063049;-0.725028574
36.1328125;14.69542503;-0.900628865
36.328125;16.63129234;-1.125121117
36.5234375;18.14078903;-1.422582865
36.71875;17.81740379;-1.794424891
36.9140625;14.64577198;-2.138160229
37.109375;11.07355213;-2.311641932
37.3046875;8.741185188;-2.371128082
37.5;7.398540497;-2.384892464
37.6953125;6.483541012;-2.390326977
37.890625;5.84852314;-2.394842625
38.0859375;5.370909214;-2.404973984
38.28125;4.962567329;-2.416091681
38.4765625;4.614363194;-2.432764053
38.671875;4.283154488;-2.448181868
38.8671875;3.977764606;-2.457193136
39.0625;3.728132725;-2.462871313
39.2578125;3.508204937;-2.470914364
39.453125;3.300110102;-2.47674036
39.6484375;3.110059977;-2.479786873
39.84375;2.940189838;-2.478754282
40.0390625;2.801048517;-2.468697309
40.234375;2.732202291;-2.455310106
40.4296875;2.744487524;-2.462083817
40.625;2.767947912;-2.543419838
40.8203125;2.52525568;-2.635978937
41.015625;2.262765169;-2.664313793
41.2109375;2.052258015;-2.666522503
41.40625;1.886895657;-2.64703846
41.6015625;1.787667513;-2.616262913
41.796875;1.729660034;-2.607844353
41.9921875;1.672104001;-2.616225481
42.1875;1.585138798;-2.628535032
42.3828125;1.507926106;-2.627633572
42.578125;1.437602282;-2.637107134
42.7734375;1.357215285;-2.643357515
42.96875;1.27831161;-2.645519733
43.1640625;1.197729468;-2.641359091
43.359375;1.119801044;-2.627226353
43.5546875;1.047085524;-2.598210096
43.75;0.997085392;-2.56576252
43.9453125;0.934666514;-2.541036367
44.140625;0.876747072;-2.482602119
44.3359375;0.845721304;-2.413198709
44.53125;0.826742828;-2.346401215
44.7265625;0.822440267;-2.282766581
44.921875;0.824140787;-2.227614403
45.1171875;0.831180215;-2.182181835
45.3125;0.835727513;-2.162234306
45.5078125;0.808698893;-2.126769781
45.703125;0.810491085;-2.047939301
45.8984375;0.833603263;-1.997894526
46.09375;0.854569793;-1.957902908
46.2890625;0.882649899;-1.925408602
46.484375;0.913046777;-1.9142735
46.6796875;0.924958408;-1.918072343
46.875;0.922600031;-1.907829165
47.0703125;0.920106888;-1.888530016
47.265625;0.923716426;-1.856229424
47.4609375;0.941175878;-1.831541538
47.65625;0.96335274;-1.80617702
47.8515625;0.99681443;-1.789898992
48.046875;1.033987403;-1.78548336
48.2421875;1.07328701;-1.791039467
48.4375;1.093903184;-1.798627734
48.6328125;1.127567887;-1.76792264
48.828125;1.227747321;-1.74598217
49.0234375;1.370559096;-1.759293079
49.21875;1.54541719;-1.816558599
49.4140625;1.694779754;-1.943758607
49.609375;1.688784242;-2.154412031
49.8046875;1.473243713;-2.505008459
