Tempo;Acel
73.077;-0.080117181
73.078;-0.104870707
73.079;-0.133409396
73.08;-0.159945861
73.081;-0.184145465
73.082;-0.205777392
73.083;-0.223058701
73.084;-0.23676835
73.085;-0.245983124
73.086;-0.246404335
73.087;-0.23964183
73.088;-0.229267269
73.089;-0.213953555
73.09;-0.193452552
73.091;-0.167700812
73.092;-0.137217626
73.093;-0.102262646
73.094;-0.066476777
73.095;-0.028238637
73.096;0.009826399
73.097;0.045537256
73.098;0.075749256
73.099;0.101870283
73.1;0.127691269
73.101;0.150090605
73.102;0.166137129
73.103;0.177007914
73.104;0.183228031
73.105;0.188219115
73.106;0.191167623
73.107;0.193371773
73.108;0.190752178
73.109;0.186222687
73.11;0.178629294
73.111;0.171947569
73.112;0.166477561
73.113;0.162155792
73.114;0.158249468
73.115;0.155589476
73.116;0.150217548
73.117;0.142231807
73.118;0.13065131
73.119;0.119820915
73.12;0.108817421
73.121;0.102337658
73.122;0.096613765
73.123;0.092984401
73.124;0.088754952
73.125;0.084144682
73.126;0.079332456
73.127;0.075760789
73.128;0.071565963
73.129;0.068888657
73.13;0.066724889
73.131;0.063816786
73.132;0.058785297
73.133;0.052167047
73.134;0.042802252
73.135;0.032064185
73.136;0.019918222
73.137;0.007737641
73.138;-0.005181507
73.139;-0.018192977
73.14;-0.029444579
73.141;-0.039842214
73.142;-0.050511044
73.143;-0.059754666
73.144;-0.070008047
73.145;-0.07661476
73.146;-0.080930762
73.147;-0.081300043
73.148;-0.081271194
73.149;-0.079545945
73.15;-0.081865512
73.151;-0.086019948
73.152;-0.094946221
73.153;-0.108869351
73.154;-0.123559907
73.155;-0.140835449
73.156;-0.161111414
73.157;-0.184964806
73.158;-0.208027706
73.159;-0.230767488
73.16;-0.253201455
73.161;-0.274868011
73.162;-0.297290415
73.163;-0.315841138
73.164;-0.331801116
73.165;-0.34236607
73.166;-0.346157014
73.167;-0.344616413
73.168;-0.338713646
73.169;-0.331766486
73.17;-0.324796259
73.171;-0.314767927
73.172;-0.303002775
73.173;-0.283223033
73.174;-0.259346575
73.175;-0.231338724
73.176;-0.199539959
73.177;-0.163078994
73.178;-0.123150237
73.179;-0.084427409
73.18;-0.044071663
73.181;-0.001315572
73.182;0.041105855
73.183;0.082021296
73.184;0.118112981
73.185;0.147574872
73.186;0.170389652
73.187;0.184156999
73.188;0.192604363
73.189;0.197641611
73.19;0.197191551
73.191;0.192073509
73.192;0.183343425
73.193;0.169812649
73.194;0.153137207
73.195;0.135059625
